_25
16-10-2018/13:40
19.5
0.02563
1046.1
-0.39511524	8.05243388
-0.38165930	8.05090921
-0.37064990	8.05151908
-0.35902886	8.05304374
-0.34863109	8.04938454
-0.33578679	8.04938454
-0.32355412	8.04206615
-0.31437962	8.04206615
-0.30704001	8.04938454
-0.29480734	8.04145629
-0.28196304	8.04389575
-0.27523507	8.03901682
-0.26544894	8.04420068
-0.25260463	8.04145629
-0.24220686	8.03718722
-0.23792543	8.04054149
-0.22324623	8.03718722
-0.20917866	8.03596749
-0.19816925	8.03474776
-0.19082965	8.03566256
-0.18287841	8.03291816
-0.17186901	8.02529483
-0.15780144	8.03444283
-0.14556877	8.03169843
-0.13211283	8.02742936
-0.12354997	8.02895403
-0.11009403	8.03047870
-0.10091953	8.03108856
-0.08991012	8.02651457
-0.08379379	8.03108856
-0.06972622	8.02864910
-0.06177498	8.02712443
-0.05015395	8.02590470
-0.04036781	8.02864910
-0.03119331	8.02163564
-0.02140717	8.02224550
-0.00611633	8.02834416
0.00366980	8.02163564
0.01467920	8.02438003
0.02018391	8.02407510
0.03302821	8.01736657
0.03853291	8.02346524
0.05198885	8.02011097
0.06422152	8.01797644
0.07461929	8.02407510
0.08746359	8.02255044
0.10153116	8.02102577
0.10642423	8.01645177
0.11988016	8.01614684
0.12844303	8.01523204
0.14740367	8.01889124
0.15107347	8.01553698
0.15902471	8.01523204
0.17064575	8.00791365
0.18226678	8.00974325
0.18715985	8.01157285
0.20000415	8.01065805
0.21529499	8.00516925
0.22813929	8.00303472
0.22752766	8.00516925
0.24343013	7.99815579
0.24954647	7.99846072
0.26850710	8.00120512
0.27217691	7.99907059
0.28624448	7.99327686
0.29419571	7.99358180
0.30214695	7.98656834
0.31743778	7.97833514
0.32905882	7.97833514
0.33823332	7.97345621
0.34496129	7.96217369
0.35535906	7.96552795
0.36881500	7.95546516
0.37737787	7.94784184
0.38777564	7.94113331
0.38838727	7.93869385
0.40184321	7.92253239
0.40490137	7.91643373
0.42080384	7.90484628
0.42508528	7.89356375
0.43303651	7.88167136
0.43854122	7.86246058
0.45077389	7.84416460
0.45199715	7.82647848
0.45994839	7.80208384
0.46973452	7.78256812
0.47156942	7.75695375
0.47890903	7.71487298
0.47890903	7.68651421
0.49236496	7.65449624
0.49725803	7.62552760
0.50092783	7.58985043
0.49970457	7.55447820
0.50520927	7.52367996
0.50398600	7.47824493
0.51132560	7.43799377
0.51438377	7.40536593
0.51560704	7.36054077
0.51683030	7.32364387
0.52233500	7.27820885
0.52478154	7.23521329
0.52722807	7.18886346
0.52233500	7.15166163
0.53273277	7.11263020
0.52967461	7.06353598
0.53395604	7.01566149
0.53579094	6.96504260
0.53334441	6.92479144
0.53946074	6.85282724
0.54068401	6.81074648
0.54618871	6.76195719
0.54129564	6.71713203
0.54741198	6.67200194
0.54680034	6.62168798
0.54863524	6.57594803
0.54863524	6.53813633
0.55230505	6.48538291
0.55230505	6.43598375
0.55230505	6.38871913
0.55475158	6.33474598
0.55842138	6.28778629
0.55719811	6.23991180
0.56209118	6.19264718
0.55719811	6.14599242
0.56025628	6.08836007
0.55903301	6.04505958
0.56453772	5.99566042
0.56086791	5.94199220
0.56576098	5.90113118
0.56453772	5.83038671
0.56453772	5.78281715
0.56331445	5.72914893
0.56637262	5.67395605
0.56698425	5.62699636
0.56698425	5.57637747
0.57187732	5.53399178
0.57432385	5.48459262
0.57493549	5.43092441
0.57371222	5.37969565
0.57493549	5.33029650
0.57065405	5.29431440
0.57860529	5.23759685
0.58166345	5.19124702
0.57615875	5.13209001
0.57554712	5.08208099
0.57799365	5.03725583
0.58105182	4.98572215
0.57982855	4.94028712
0.58410999	4.88753370
0.57860529	4.83721975
0.58533325	4.76464568
0.57860529	4.71402679
0.58472162	4.65304018
0.58410999	4.62376661
0.58349835	4.55546161
0.58472162	4.51704004
0.58166345	4.46337182
0.58839142	4.41183814
0.58472162	4.35664525
0.58839142	4.31425956
0.58533325	4.26455547
0.58716816	4.21241192
0.59267286	4.16057330
0.59328449	4.11117415
0.58961469	4.05476153
0.59083796	4.01755970
0.59450776	3.96023228
0.59144959	3.91571206
0.59389612	3.86082411
0.59389612	3.80014243
0.59511939	3.75287781
0.59083796	3.67877907
0.59878919	3.62480592
0.59817756	3.57571170
0.60001246	3.52783721
0.59756592	3.46837527
0.59756592	3.42415997
0.59450776	3.37323615
0.59634266	3.32322713
0.60735206	3.27352304
0.60307063	3.21497590
0.59817756	3.16008795
0.60307063	3.10916413
0.60307063	3.05275151
0.59940082	2.99816850
0.60429389	2.94602494
0.60123573	2.89662579
0.60551716	2.84692170
0.60245899	2.78441043
0.60857533	2.73653594
0.60612879	2.67981839
0.60918696	2.63072417
0.60429389	2.54930704
0.60307063	2.50387201
0.61285676	2.43770154
0.60979859	2.39562078
0.60674043	2.33463417
0.60857533	2.28340542
0.60796369	2.23400626
0.61713820	2.18216764
0.61285676	2.12423036
0.60918696	2.06903748
0.60918696	2.01902846
0.61408003	1.96993424
0.61346840	1.91687588
0.62080800	1.86686686
0.61652656	1.80862465
0.61958473	1.75739590
0.61224513	1.70830168
0.61469166	1.65219399
0.61469166	1.60553924
0.61897310	1.55583515
0.61713820	1.50674093
0.61774983	1.42867806
0.62141963	1.37683945
0.61285676	1.32439096
0.61774983	1.27590660
0.61346840	1.22925185
0.62141963	1.16887510
0.62080800	1.12404994
0.61836146	1.07038173
0.61774983	1.02311710
0.62508943	0.97219328
0.62141963	0.91974480
0.62141963	0.87369991
0.62019636	0.82186129
0.62325453	0.77154733
0.62080800	0.71909885
0.62080800	0.66177143
0.61897310	0.61542161
0.61958473	0.57303591
0.62447780	0.50686544
0.62447780	0.46112548
0.62570107	0.42026445
0.62631270	0.34159173
0.62753597	0.28670378
0.62631270	0.24279342
0.62264290	0.18790547
0.62875923	0.13362738
0.62264290	0.09002196
0.63487557	0.04794119
0.62875923	0.01409362
0.63059413	0.00708016
0.62692433	-0.00145796
0.62753597	0.00159137
0.62692433	0.00006670
0.63120577	-0.25058827
0.62570107	-0.31584394
0.63120577	-0.36310856
0.62937087	-0.41342252
0.63181740	-0.46739567
0.63120577	-0.51405043
0.62998250	-0.56558411
0.62998250	-0.61376353
0.63242903	-0.66590709
