EIT_90
16-10-2018/12:45
26.9
0.02563
1060.9
-0.39633850	8.08780611
-0.38410583	8.08140252
-0.36759173	8.07804825
-0.35719396	8.08109758
-0.34740783	8.07743839
-0.33701006	8.08231731
-0.32722392	8.07774332
-0.31743778	8.07682852
-0.30765165	8.07499892
-0.29297244	8.07713345
-0.28440958	8.07926798
-0.27401181	8.07957292
-0.26667220	8.07103479
-0.25505117	8.07225452
-0.24404176	8.07530385
-0.23547890	8.07560879
-0.22691603	8.07286439
-0.21529499	8.06829039
-0.20489722	8.07408412
-0.19327618	8.07377919
-0.18226678	8.07042493
-0.17553881	8.06768053
-0.15841308	8.07042493
-0.14495714	8.06737559
-0.14495714	8.06829039
-0.12599650	8.06249667
-0.11192893	8.06615586
-0.10336606	8.06768053
-0.09480319	8.06219173
-0.08501706	8.06341147
-0.07523092	8.06280160
-0.06360988	8.06463120
-0.05443538	8.06341147
-0.04342598	8.06097200
-0.03302821	8.05761774
-0.01896064	8.06005720
-0.01162104	8.05883747
-0.00122327	8.05975227
0.00856287	8.05975227
0.01773737	8.06249667
0.02997004	8.05761774
0.03914454	8.05853254
0.04709578	8.05853254
0.06911458	8.05761774
0.07890072	8.05304374
0.08318216	8.05426347
0.09419156	8.04968948
0.10214279	8.05487334
0.11254056	8.05334867
0.12783140	8.04877468
0.13945244	8.05182401
0.14862694	8.04846975
0.15718981	8.04816481
0.17064575	8.05060428
0.18104351	8.04816481
0.19205292	8.04420068
0.20061579	8.04420068
0.20856702	8.04237108
0.21896479	8.04511548
0.23303236	8.04084642
0.23792543	8.03474776
0.25015810	8.04298095
0.26055587	8.03505269
0.26973037	8.03322309
0.28563284	8.02773430
0.29480734	8.02773430
0.30704001	8.02377017
0.31499125	8.02377017
0.32355412	8.01462218
0.33334025	8.01309751
0.34679619	8.00791365
0.34985436	8.00303472
0.36147540	7.99480153
0.36636846	7.99205713
0.37921277	7.98565354
0.38594074	7.97467595
0.39633850	7.96583289
0.40734791	7.96034409
0.41407588	7.94692704
0.42569691	7.93381492
0.43242488	7.91490907
0.43854122	7.90423641
0.44710408	7.88929469
0.44893899	7.86185072
0.45750185	7.84873859
0.46422982	7.80909730
0.46851126	7.78165332
0.47768576	7.74414656
0.47707413	7.71731245
0.48502536	7.68437968
0.49114170	7.65388637
0.49358823	7.61546481
0.50031620	7.57795804
0.49970457	7.54228088
0.50276273	7.50233464
0.50582090	7.46818214
0.50398600	7.42579645
0.51316050	7.38341075
0.51560704	7.34681879
0.51683030	7.29559003
0.51988847	7.25320434
0.51927684	7.20471998
0.52416991	7.16599349
0.52416991	7.11445980
0.52967461	7.07237904
0.53089787	7.02938348
0.53212114	6.95863901
0.53456767	6.91228918
0.53395604	6.87722188
0.53517931	6.82538326
0.53823748	6.77506931
0.53823748	6.72871949
0.53946074	6.67566113
0.54129564	6.62809158
0.54251891	6.58357135
0.54313054	6.53569686
0.54374218	6.48263851
0.54924688	6.43628869
0.54496544	6.38719446
0.54435381	6.34145451
0.54863524	6.29236028
0.54985851	6.24296113
0.55475158	6.20027050
0.55230505	6.15117628
0.55230505	6.09323900
0.55475158	6.04566944
0.55658648	5.99779495
0.55475158	5.92247649
0.55842138	5.87368720
0.55658648	5.82184858
0.55780975	5.77336423
0.55964465	5.72609960
0.56086791	5.67822511
0.56392608	5.62943582
0.56147955	5.57881694
0.56820752	5.52667338
0.56514935	5.47300517
0.56514935	5.41994682
0.56147955	5.37054766
0.56820752	5.32114851
0.56637262	5.26717536
0.56576098	5.21960580
0.57004242	5.16898691
0.57065405	5.12050256
0.57248895	5.07018860
0.57187732	5.02627824
0.56637262	4.96925576
0.57493549	4.91284315
0.57310058	4.83569508
0.57248895	4.78233180
0.57493549	4.73354251
0.57432385	4.68444829
0.57738202	4.63138994
0.57493549	4.58199078
0.57554712	4.52954230
0.57799365	4.47861848
0.57982855	4.43074399
0.58044019	4.37616097
0.58349835	4.32767661
0.58044019	4.27065413
0.58044019	4.22308458
0.58349835	4.16545223
0.58105182	4.12032214
0.58533325	4.06390952
0.58410999	4.01390050
0.58472162	3.96358655
0.58410999	3.90412460
0.58288672	3.85746984
0.59022632	3.80166710
0.58533325	3.72238450
0.58410999	3.68030374
0.58777979	3.62572072
0.58900306	3.56900317
0.59022632	3.52234842
0.58839142	3.46166674
0.58839142	3.41623171
0.59144959	3.35920923
0.59083796	3.30737061
0.58839142	3.25461720
0.59328449	3.20582791
0.58900306	3.14880543
0.59267286	3.09635694
0.59389612	3.04055419
0.59573102	2.99816850
0.59267286	2.94358548
0.59450776	2.88930740
0.60001246	2.82984545
0.59511939	2.77800683
0.59328449	2.72769288
0.59573102	2.67890359
0.59878919	2.59474207
0.60001246	2.54381825
0.60123573	2.49106483
0.60184736	2.44075087
0.59878919	2.38128893
0.60001246	2.33829337
0.59634266	2.28035609
0.59817756	2.22699280
0.60184736	2.17484925
0.60184736	2.11752183
0.60001246	2.06476842
0.60245899	2.01171006
0.60429389	1.95651718
0.60307063	1.90071443
0.60429389	1.84704622
0.60429389	1.79917173
0.60307063	1.74092951
0.60062409	1.69305502
0.60551716	1.63969174
0.60490553	1.58876792
0.60979859	1.53448983
